timestamp,cpu_percent,memory_rss_kb
1783485504,6.5,62524
1783485506,6.5,62740
1783485508,6.4,62744
1783485510,6.4,62744
1783485512,6.3,62744
1783485514,6.2,62744
1783485516,6.2,62744
1783485518,6.1,62744
1783485520,6.1,62744
1783485522,6.0,62744
1783485524,6.0,62744
1783485526,5.9,62744
1783485528,5.9,62744
1783485530,5.8,62744
1783485532,5.8,62744
