timestamp,cpu_percent,memory_rss_kb
1783478895,8.6,201248
1783478897,8.5,98536
1783478899,8.4,97948
1783478901,8.3,97444
1783478903,8.2,96872
1783478905,8.2,96872
1783478907,8.1,96872
1783478909,8.0,93248
1783478911,8.0,88108
1783478913,7.9,81624
1783478915,7.8,81624
1783478917,7.8,81620
1783478919,7.7,81620
1783478921,7.6,81620
1783478923,7.6,81588
