timestamp,cpu_percent,memory_rss_kb
1783478115,8.6,186880
1783478117,8.5,186904
1783478119,8.4,187264
1783478121,8.4,85000
1783478123,8.3,85000
1783478125,8.3,85040
1783478127,8.2,80364
1783478129,8.1,80276
1783478131,8.1,80276
1783478133,8.0,80276
1783478135,8.0,80340
1783478137,7.9,80340
1783478139,7.9,80284
1783478141,7.8,80284
1783478143,7.8,80284
